Chave,C2_PRODUTO,C2_XDESCP,C2_QUANT,C2_DATPRI,C2_DATPRF,D4_COD,D4_QTDEORI,Soma de D4_QUANT,D4_XQFALFI,D4_XQTRANS
03261601003,CM605           ,SISTEMA ESTRUTURA - FRITADEIRA CONTINUA (DB0700)            ,1,20260209,20260217,DB3362          ,1,1,1,0
03261601003,CM605           ,SISTEMA ESTRUTURA - FRITADEIRA CONTINUA (DB0700)            ,1,20260209,20260217,DB3363          ,1,1,1,0
03261601003,CM605           ,SISTEMA ESTRUTURA - FRITADEIRA CONTINUA (DB0700)            ,1,20260209,20260217,KF600-05        ,1,1,1,0
03261601004,CM606           ,SISTEMA ESTEIRA - FRITADEIRA CONTINUA (DB0703)              ,1,20260209,20260217,KF601-03        ,1,1,1,0
03261601004,CM606           ,SISTEMA ESTEIRA - FRITADEIRA CONTINUA (DB0703)              ,1,20260209,20260217,KF611           ,1,1,1,0
03261601006,CM609           ,SISTEMA PROTECAO - FRITADEIRA CONTINUA (DB0752)             ,1,20260209,20260217,DB6959          ,1,1,1,0
03261601006,CM609           ,SISTEMA PROTECAO - FRITADEIRA CONTINUA (DB0752)             ,1,20260209,20260217,DB6960          ,1,1,1,0
03261601006,CM609           ,SISTEMA PROTECAO - FRITADEIRA CONTINUA (DB0752)             ,1,20260209,20260217,KF607-06        ,1,1,1,0
03261701003,CM605           ,SISTEMA ESTRUTURA - FRITADEIRA CONTINUA (DB0700)            ,1,20260209,20260217,DB3362          ,1,1,1,0
03261701003,CM605           ,SISTEMA ESTRUTURA - FRITADEIRA CONTINUA (DB0700)            ,1,20260209,20260217,KF600-05        ,1,1,1,0
03261701003,CM605           ,SISTEMA ESTRUTURA - FRITADEIRA CONTINUA (DB0700)            ,1,20260209,20260217,NA3307          ,2,2,1,2
03261701005,CM606           ,SISTEMA ESTEIRA - FRITADEIRA CONTINUA (DB0703)              ,1,20260209,20260217,KF601-03        ,1,1,1,0
03261701005,CM606           ,SISTEMA ESTEIRA - FRITADEIRA CONTINUA (DB0703)              ,1,20260209,20260217,KF611           ,1,1,1,0
03261701007,CM609           ,SISTEMA PROTECAO - FRITADEIRA CONTINUA (DB0752)             ,1,20260209,20260217,DB6959          ,1,1,1,0
03261701007,CM609           ,SISTEMA PROTECAO - FRITADEIRA CONTINUA (DB0752)             ,1,20260209,20260217,DB6960          ,1,1,1,0
03261701007,CM609           ,SISTEMA PROTECAO - FRITADEIRA CONTINUA (DB0752)             ,1,20260209,20260217,KF607-06        ,1,1,1,0
03261901001,FTX156SM220     ,FILTRADOR OLEO AVULSO 120L                                                                ,1,20260209,20260217,DB2752          ,1,1,1,0
03261901002,DB2751          ,SISTEMA ESTRUTURA FILTRAGEM                                 ,1,20260209,20260217,KF720-03        ,1,1,1,0
03262201001,TPX120NM220     ,TRANSPORTADOR INTERMEDIARIO NR12                                                          ,1,20260209,20260217,DB0859          ,1,1,1,0
03262201001,TPX120NM220     ,TRANSPORTADOR INTERMEDIARIO NR12                                                          ,1,20260209,20260217,DB3392          ,1,1,1,0
03262201001,TPX120NM220     ,TRANSPORTADOR INTERMEDIARIO NR12                                                          ,1,20260209,20260217,KF609-06        ,1,1,1,0
03262201001,TPX120NM220     ,TRANSPORTADOR INTERMEDIARIO NR12                                                          ,1,20260209,20260217,NA1141          ,1,1,1,0
03262201001,TPX120NM220     ,TRANSPORTADOR INTERMEDIARIO NR12                                                          ,1,20260209,20260217,NA2268          ,1,1,1,0
03262401001,FRX119NM220     ,ALIMENTADOR CONTINUO 10 LITROS NR12                                                       ,1,20260209,20260217,DB3311          ,1,1,1,0
03262401001,FRX119NM220     ,ALIMENTADOR CONTINUO 10 LITROS NR12                                                       ,1,20260209,20260217,NA1627          ,2,2,2,0
03264201001,DB2606          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER 380V NR12             ,1,20260209,20260215,DB6118          ,1,1,1,0
03264201001,DB2606          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER 380V NR12             ,1,20260209,20260215,NA2555          ,2,2,2,0
03264201001,DB2606          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER 380V NR12             ,1,20260209,20260215,NA3108          ,3,3,2,1
03264201001,DB2606          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER 380V NR12             ,1,20260209,20260215,NA3336          ,1,1,1,0
03264201001,DB2606          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER 380V NR12             ,1,20260209,20260215,NA3410          ,3,3,3,0
03264201001,DB2606          ,SISTEMA AUTOMACAO ELETRICA CONT FRYER 380V NR12             ,1,20260209,20260215,SERV-DB2606     ,1,1,1,0
03264701001,DB5390          ,SISTEMA AUTOMACAO ELETRICA DUE TECH NR12                    ,1,20260209,20260215,DB4850          ,1,1,1,0
03264701001,DB5390          ,SISTEMA AUTOMACAO ELETRICA DUE TECH NR12                    ,1,20260209,20260215,DB5391          ,1,1,1,0
03264701001,DB5390          ,SISTEMA AUTOMACAO ELETRICA DUE TECH NR12                    ,1,20260209,20260215,DB5527          ,1,1,1,0
03264701001,DB5390          ,SISTEMA AUTOMACAO ELETRICA DUE TECH NR12                    ,1,20260209,20260215,DB5874          ,1,1,1,0
03264701001,DB5390          ,SISTEMA AUTOMACAO ELETRICA DUE TECH NR12                    ,1,20260209,20260215,DB6527          ,1,1,1,0
03264701001,DB5390          ,SISTEMA AUTOMACAO ELETRICA DUE TECH NR12                    ,1,20260209,20260215,NA2555          ,2,2,2,0
03264701001,DB5390          ,SISTEMA AUTOMACAO ELETRICA DUE TECH NR12                    ,1,20260209,20260215,SERV-DB5390     ,1,1,1,0
03267601001,FTX118NT220     ,FRITADEIRA ELETRICA CONT FRYER NR12                                                       ,1,20260209,20260217,DB0874          ,1,1,1,0
03267601002,DB2439          ,CONJUNTO TOMADA ALIMENTACAO FRITADEIRA ELETRICA CONT FRYER N,1,20260209,20260217,NA3882          ,7.5,7.5,7.5,0
03267601003,CM605           ,SISTEMA ESTRUTURA - FRITADEIRA CONTINUA (DB0700)            ,1,20260209,20260217,KF600-05        ,1,1,1,0
03267601003,CM605           ,SISTEMA ESTRUTURA - FRITADEIRA CONTINUA (DB0700)            ,1,20260209,20260217,NA3307          ,2,2,1,2
03267601006,CM606           ,SISTEMA ESTEIRA - FRITADEIRA CONTINUA (DB0703)              ,1,20260209,20260217,KF601-03        ,1,1,1,0
03267601006,CM606           ,SISTEMA ESTEIRA - FRITADEIRA CONTINUA (DB0703)              ,1,20260209,20260217,KF611           ,1,1,1,0
03267601007,CM607           ,SISTEMA MOTORIZACAO SEW NR12 - FRITADEIRA CONTINUA (DB0728) ,1,20260209,20260217,KF604           ,1,1,1,0
03267601008,CM609           ,SISTEMA PROTECAO - FRITADEIRA CONTINUA (DB0752)             ,1,20260209,20260217,DB6959          ,1,1,1,0
03267601008,CM609           ,SISTEMA PROTECAO - FRITADEIRA CONTINUA (DB0752)             ,1,20260209,20260217,DB6960          ,1,1,1,0
03267601008,CM609           ,SISTEMA PROTECAO - FRITADEIRA CONTINUA (DB0752)             ,1,20260209,20260217,KF607-06        ,1,1,1,0
03272501001,CM427           ,PAINEL LUNA - DUPLO RECHEIO - CE (DB2072)                   ,1,20260119,20260119,NA2555          ,2,2,2,0
03272501001,CM427           ,PAINEL LUNA - DUPLO RECHEIO - CE (DB2072)                   ,1,20260119,20260119,NA3412          ,2,2,2,0
03272501001,CM427           ,PAINEL LUNA - DUPLO RECHEIO - CE (DB2072)                   ,1,20260119,20260119,NA3413          ,2,2,2,0
03272501001,CM427           ,PAINEL LUNA - DUPLO RECHEIO - CE (DB2072)                   ,1,20260119,20260119,SERV-CM427      ,1,1,1,0
03272701001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                 ,2,20260119,20260119,15725           ,4,4,4,0
03272701001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                 ,2,20260119,20260119,DB4560          ,2,2,2,0
03272701001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                 ,2,20260119,20260119,KF822           ,2,2,2,0
03272701001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                 ,2,20260119,20260119,KF823           ,2,2,2,0
03272701001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                 ,2,20260119,20260119,KF824           ,2,2,2,0
03272701001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                 ,2,20260119,20260119,NA0821          ,14,14,14,0
03272701001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                 ,2,20260119,20260119,NA1171          ,2,2,2,0
03272701001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                 ,2,20260119,20260119,NA2103          ,8,8,8,0
03272701001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                 ,2,20260119,20260119,NA2161          ,2,2,2,0
03272701001,DB4550          ,CONJUNTO BOMBA MASSA LIQUIDA CORDAO VEDACAO                 ,2,20260119,20260119,NA3432          ,8,8,8,0
03275801001,HTX108NM220     ,NEW HOTMIXER 14L ELETRICA INOX - MASSEIRA PLANETARIA PARA SALGADOS E/OU DOCES - NR12      ,1,20260126,20260203,CM511           ,1,1,1,0
03275801001,HTX108NM220     ,NEW HOTMIXER 14L ELETRICA INOX - MASSEIRA PLANETARIA PARA SALGADOS E/OU DOCES - NR12      ,1,20260126,20260203,CM529           ,1,1,1,0
03275801001,HTX108NM220     ,NEW HOTMIXER 14L ELETRICA INOX - MASSEIRA PLANETARIA PARA SALGADOS E/OU DOCES - NR12      ,1,20260126,20260203,DA5992          ,1,1,1,0
03275801001,HTX108NM220     ,NEW HOTMIXER 14L ELETRICA INOX - MASSEIRA PLANETARIA PARA SALGADOS E/OU DOCES - NR12      ,1,20260126,20260203,DB3492          ,1,1,1,0
03275801001,HTX108NM220     ,NEW HOTMIXER 14L ELETRICA INOX - MASSEIRA PLANETARIA PARA SALGADOS E/OU DOCES - NR12      ,1,20260126,20260203,DB3526          ,1,1,1,0
03275801001,HTX108NM220     ,NEW HOTMIXER 14L ELETRICA INOX - MASSEIRA PLANETARIA PARA SALGADOS E/OU DOCES - NR12      ,1,20260126,20260203,DB3746          ,1,1,1,0
03275801001,HTX108NM220     ,NEW HOTMIXER 14L ELETRICA INOX - MASSEIRA PLANETARIA PARA SALGADOS E/OU DOCES - NR12      ,1,20260126,20260203,HTX108UM220     ,1,1,1,0
03277401001,DB2091          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 NR12                                             ,3,20260129,20260206,DB2591          ,3,3,3,0
03277401001,DB2091          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 NR12                                             ,3,20260129,20260206,NA2555          ,6,6,6,0
03277401001,DB2091          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 NR12                                             ,3,20260129,20260206,SERV-DB2091     ,3,3,3,0
03278001001,MFX168CM220     ,MAXIFORM BIG 10.0 MK MAQUINA MODELADORA RECHEADORA DE DOCES E SALGADOS CE                 ,1,20260203,20260211,DB6022          ,1,1,1,0
03278001004,DB2002          ,MONTAGEM FUNIL BIG 10 NR12                                  ,1,20260203,20260211,15805           ,4,4,4,0
03278001004,DB2002          ,MONTAGEM FUNIL BIG 10 NR12                                  ,1,20260203,20260211,DA4038          ,1,1,1,0
03278001004,DB2002          ,MONTAGEM FUNIL BIG 10 NR12                                  ,1,20260203,20260211,DA7686          ,1,1,1,0
03278001006,DB3717          ,SISTEMA RECHEIO FIXO SEW CE                                 ,1,20260203,20260211,KF463-01        ,1,1,1,0
03278001006,DB3717          ,SISTEMA RECHEIO FIXO SEW CE                                 ,1,20260203,20260211,KF465           ,1,1,1,0
03278101001,DB6022          ,SISTEMA MASSA SEW BIG10 CE                                                                ,1,20260203,20260211,DA6408          ,1,1,1,0
03278101001,DB6022          ,SISTEMA MASSA SEW BIG10 CE                                                                ,1,20260203,20260211,NA3767          ,1,1,1,0
03278101001,DB6022          ,SISTEMA MASSA SEW BIG10 CE                                                                ,1,20260203,20260211,NA3818          ,1,1,1,0
03278401002,DB4325          ,"SISTEMA MOLDE FORMADOR NR12 1:10 0,25KW M16                 ",1,20260203,20260211,15451           ,1,1,1,0
03278401004,PR0308          ,SUBCONJUNTO PRATO EXTERNO SEM CANAL M16                     ,1,20260203,20260211,DB3936          ,1,1,1,0
03278401005,DB4561          ,SISTEMA ESTEIRA MOVEL LINHA INDUSTRIAL                      ,1,20260203,20260211,KF795-01        ,1,1,1,0
03278401006,DB4861          ,SISTEMA RECHEIO DUPLO MAXIFORM INDUSTRIAL                   ,1,20260203,20260211,15805           ,4,4,4,0
03278401006,DB4861          ,SISTEMA RECHEIO DUPLO MAXIFORM INDUSTRIAL                   ,1,20260203,20260211,DA7686          ,1,1,1,0
03278401006,DB4861          ,SISTEMA RECHEIO DUPLO MAXIFORM INDUSTRIAL                   ,1,20260203,20260211,KF638-05        ,1,1,1,0
03278401006,DB4861          ,SISTEMA RECHEIO DUPLO MAXIFORM INDUSTRIAL                   ,1,20260203,20260211,KF800-01        ,1,1,1,0
03278401010,DB6195          ,MONTAGEM PROTECAO KIT SALSICHA DUE 10 TECH                  ,1,20260203,20260211,DB6194          ,1,1,1,0
03278401011,DB5396          ,SISTEMA ESTRUTURA                                           ,1,20260203,20260211,DB5397          ,1,1,1,0
03278401011,DB5396          ,SISTEMA ESTRUTURA                                           ,1,20260203,20260211,KF845-02        ,1,1,1,0
03278401011,DB5396          ,SISTEMA ESTRUTURA                                           ,1,20260203,20260211,NA2387          ,2,2,2,0
03278401012,DB5424          ,CONJUNTO BASE TELESCOPICA PAINEL ELETRICO                   ,1,20260203,20260211,KF843-02        ,1,1,1,0
03278401013,DB5431          ,CONJUNTO GAVETA ACESSORIOS                                  ,1,20260203,20260211,KF842           ,1,1,1,0
03278901001,DB6213          ,SISTEMA AUTOMACAO ELETRICA LUNA TECH 2025 CE                                              ,1,20260203,20260211,SERV-DB6213     ,1,1,1,0
03280801001,DB6212          ,SISTEMA AUTOMACAO ELETRICA LUNA TECH DUPLO RECHEIO 2025 NR12                              ,2,20260227,20260307,DB4850          ,2,2,2,0
03280801001,DB6212          ,SISTEMA AUTOMACAO ELETRICA LUNA TECH DUPLO RECHEIO 2025 NR12                              ,2,20260227,20260307,DB5874          ,2,2,2,0
03280801001,DB6212          ,SISTEMA AUTOMACAO ELETRICA LUNA TECH DUPLO RECHEIO 2025 NR12                              ,2,20260227,20260307,DB6528          ,2,2,2,0
03280801001,DB6212          ,SISTEMA AUTOMACAO ELETRICA LUNA TECH DUPLO RECHEIO 2025 NR12                              ,2,20260227,20260307,SERV-DB6212     ,2,2,2,0
03280901001,CM427           ,PAINEL LUNA - DUPLO RECHEIO - CE (DB2072)                                                 ,1,20260227,20260307,SERV-CM427      ,1,1,1,0
03281001001,DB6213          ,SISTEMA AUTOMACAO ELETRICA LUNA TECH 2025 CE                                              ,1,20260227,20260307,DB5874          ,1,1,1,0
03281001001,DB6213          ,SISTEMA AUTOMACAO ELETRICA LUNA TECH 2025 CE                                              ,1,20260227,20260307,NA2555          ,2,2,2,0
03281001001,DB6213          ,SISTEMA AUTOMACAO ELETRICA LUNA TECH 2025 CE                                              ,1,20260227,20260307,NA2620          ,1,1,1,0
03281001001,DB6213          ,SISTEMA AUTOMACAO ELETRICA LUNA TECH 2025 CE                                              ,1,20260227,20260307,SERV-DB6213     ,1,1,1,0
03281101001,DB6213          ,SISTEMA AUTOMACAO ELETRICA LUNA TECH 2025 CE                                              ,1,20260227,20260307,DA9553          ,1,1,1,0
03281101001,DB6213          ,SISTEMA AUTOMACAO ELETRICA LUNA TECH 2025 CE                                              ,1,20260227,20260307,DB5874          ,1,1,1,0
03281101001,DB6213          ,SISTEMA AUTOMACAO ELETRICA LUNA TECH 2025 CE                                              ,1,20260227,20260307,SERV-DB6213     ,1,1,1,0
03281201001,DB6213          ,SISTEMA AUTOMACAO ELETRICA LUNA TECH 2025 CE                                              ,1,20260227,20260307,DA9553          ,1,1,1,0
03281201001,DB6213          ,SISTEMA AUTOMACAO ELETRICA LUNA TECH 2025 CE                                              ,1,20260227,20260307,DB5874          ,1,1,1,0
03281201001,DB6213          ,SISTEMA AUTOMACAO ELETRICA LUNA TECH 2025 CE                                              ,1,20260227,20260307,DB6229          ,1,1,1,0
03281201001,DB6213          ,SISTEMA AUTOMACAO ELETRICA LUNA TECH 2025 CE                                              ,1,20260227,20260307,SERV-DB6213     ,1,1,1,0
03281301001,DB2090          ,SISTEMA AUTOMACAO ELETRICA NEW LILY 2021 NR12                                             ,1,20260227,20260307,SERV-DB2090     ,1,1,1,0
03281401001,DB2091          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 NR12                                             ,1,20260227,20260307,DB2591          ,1,1,1,0
03281401001,DB2091          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 NR12                                             ,1,20260227,20260307,SERV-DB2091     ,1,1,1,0
03281501001,DB2091          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 NR12                                             ,1,20260227,20260307,DB2591          ,1,1,1,0
03281501001,DB2091          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 NR12                                             ,1,20260227,20260307,SERV-DB2091     ,1,1,1,0
03281601001,DB2091          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 NR12                                             ,1,20260227,20260307,DB2591          ,1,1,1,0
03281601001,DB2091          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 NR12                                             ,1,20260227,20260307,SERV-DB2091     ,1,1,1,0
03281701001,DB2091          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 NR12                                             ,1,20260227,20260307,DB2591          ,1,1,1,0
03281701001,DB2091          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 NR12                                             ,1,20260227,20260307,SERV-DB2091     ,1,1,1,0
03281901001,DB2091          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 NR12                                             ,1,20260227,20260307,DB2591          ,1,1,1,0
03281901001,DB2091          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 NR12                                             ,1,20260227,20260307,SERV-DB2091     ,1,1,1,0
03282001001,DB2091          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 NR12                                             ,1,20260227,20260307,DB2591          ,1,1,1,0
03282001001,DB2091          ,SISTEMA AUTOMACAO ELETRICA NEW DULY 2021 NR12                                             ,1,20260227,20260307,SERV-DB2091     ,1,1,1,0
03282101001,DB2095          ,SISTEMA AUTOMACAO ELETRICA PROFISSIONAL 2021 CE                                           ,1,20260227,20260307,DB2591          ,1,1,1,0
03282101001,DB2095          ,SISTEMA AUTOMACAO ELETRICA PROFISSIONAL 2021 CE                                           ,1,20260227,20260307,SERV-DB2095     ,1,1,1,0
03282201001,DB2092          ,SISTEMA AUTOMACAO ELETRICA PROFISSIONAL 2021 NR12                                         ,1,20260227,20260307,DB2591          ,1,1,1,0
03282201001,DB2092          ,SISTEMA AUTOMACAO ELETRICA PROFISSIONAL 2021 NR12                                         ,1,20260227,20260307,SERV-DB2092     ,1,1,1,0
03282301001,DB3740          ,SISTEMA AUTOMACAO ELETRICA BIG 6.0/8.0 MKR 2023 CE                                        ,1,20260227,20260307,SERV-DB3740     ,1,1,1,0
03282401001,DB5560          ,SISTEMA AUTOMACAO ELETRICA SUPER 20.0 TECH CE                                             ,1,20260227,20260307,DB5341          ,1,1,1,0
03282401001,DB5560          ,SISTEMA AUTOMACAO ELETRICA SUPER 20.0 TECH CE                                             ,1,20260227,20260307,DB5874          ,1,1,1,0
03282401001,DB5560          ,SISTEMA AUTOMACAO ELETRICA SUPER 20.0 TECH CE                                             ,1,20260227,20260307,SERV-DB5560     ,1,1,1,0
03282501001,DB3736          ,SISTEMA AUTOMACAO ELETRICA BIG 10.0 MK 2023 NR12                                          ,1,20260227,20260307,SERV-DB3736     ,1,1,1,0
03282601001,DB3741          ,SISTEMA AUTOMACAO ELETRICA BIG 10.0 MK 2023 CE                                            ,1,20260227,20260307,SERV-DB3741     ,1,1,1,0
03282701001,DB3741          ,SISTEMA AUTOMACAO ELETRICA BIG 10.0 MK 2023 CE                                            ,1,20260227,20260307,SERV-DB3741     ,1,1,1,0
03282801001,DB7318          ,SISTEMA AUTOMACAO ELETRICA BIG 10.0 TECH CE                                               ,1,20260227,20260307,DB6530          ,1,1,1,0
03282801001,DB7318          ,SISTEMA AUTOMACAO ELETRICA BIG 10.0 TECH CE                                               ,1,20260227,20260307,NA2620          ,1,1,1,0
03282801001,DB7318          ,SISTEMA AUTOMACAO ELETRICA BIG 10.0 TECH CE                                               ,1,20260227,20260307,SERV-DB7318     ,1,1,1,0
03282901001,DB5282          ,SISTEMA AUTOMACAO ELETRICA DISPOSITVO TEQUENO CE                                          ,1,20260227,20260307,DB5275          ,1,1,1,0
03282901001,DB5282          ,SISTEMA AUTOMACAO ELETRICA DISPOSITVO TEQUENO CE                                          ,1,20260227,20260307,NA2620          ,1,1,1,0
03283001001,DA3195          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA NR12                                      ,1,20260227,20260307,17803           ,1,1,1,0
03283001001,DA3195          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA NR12                                      ,1,20260227,20260307,DA3171          ,1,1,1,0
03283001001,DA3195          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA NR12                                      ,1,20260227,20260307,SERV-DA3195     ,1,1,1,0
03283101001,DA3195          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA NR12                                      ,1,20260227,20260307,17803           ,1,1,1,0
03283101001,DA3195          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA NR12                                      ,1,20260227,20260307,SERV-DA3195     ,1,1,1,0
03283201001,DA3195          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA NR12                                      ,1,20260227,20260307,17803           ,1,1,1,0
03283201001,DA3195          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA NR12                                      ,1,20260227,20260307,DA3171          ,1,1,1,0
03283201001,DA3195          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA NR12                                      ,1,20260227,20260307,SERV-DA3195     ,1,1,1,0
03283301001,DA3257          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA CE                                        ,1,20260227,20260307,17803           ,1,1,1,0
03283301001,DA3257          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA CE                                        ,1,20260227,20260307,DA3171          ,1,1,1,0
03283301001,DA3257          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA CE                                        ,1,20260227,20260307,DA8612          ,1,1,1,0
03283301001,DA3257          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA CE                                        ,1,20260227,20260307,NA2620          ,1,1,1,0
03283301001,DA3257          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA CE                                        ,1,20260227,20260307,SERV-DA3257     ,1,1,1,0
03283401001,DA3257          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA CE                                        ,1,20260227,20260307,17803           ,1,1,1,0
03283401001,DA3257          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA CE                                        ,1,20260227,20260307,DA3171          ,1,1,1,0
03283401001,DA3257          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA CE                                        ,1,20260227,20260307,DA8612          ,1,1,1,0
03283401001,DA3257          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA CE                                        ,1,20260227,20260307,NA2620          ,1,1,1,0
03283401001,DA3257          ,CONJUNTO PAINEL ELETRICO DISPOSITIVO DE BOLINHA CE                                        ,1,20260227,20260307,SERV-DA3257     ,1,1,1,0
03283501001,DB3526          ,SISTEMA AUTOMACAO ELETRICA NEW HOTMIXER 14L ELETRICA INOX NR12                            ,1,20260227,20260307,DB0046          ,1,1,1,0
03283501001,DB3526          ,SISTEMA AUTOMACAO ELETRICA NEW HOTMIXER 14L ELETRICA INOX NR12                            ,1,20260227,20260307,SERV-DB3526     ,1,1,1,0
03283601001,DB7361          ,SISTEMA AUTOMACAO ELETRICA HOTMIXER 35L (MITSUBISHI) GAS INOX NR12                        ,4,20260227,20260307,DB6232          ,4,4,3,1
03283601001,DB7361          ,SISTEMA AUTOMACAO ELETRICA HOTMIXER 35L (MITSUBISHI) GAS INOX NR12                        ,4,20260227,20260307,SERV-DB7361     ,4,4,4,0
03283701001,DB7361          ,SISTEMA AUTOMACAO ELETRICA HOTMIXER 35L (MITSUBISHI) GAS INOX NR12                        ,4,20260227,20260307,DB6232          ,4,4,4,0
03283701001,DB7361          ,SISTEMA AUTOMACAO ELETRICA HOTMIXER 35L (MITSUBISHI) GAS INOX NR12                        ,4,20260227,20260307,SERV-DB7361     ,4,4,4,0
03283801001,DB7361          ,SISTEMA AUTOMACAO ELETRICA HOTMIXER 35L (MITSUBISHI) GAS INOX NR12                        ,4,20260227,20260307,DB6232          ,4,4,4,0
03283801001,DB7361          ,SISTEMA AUTOMACAO ELETRICA HOTMIXER 35L (MITSUBISHI) GAS INOX NR12                        ,4,20260227,20260307,SERV-DB7361     ,4,4,4,0
03284001001,DB5940          ,SISTEMA AUTOMACAO ELETRICA HOTMIXER PLUS 70L 2025 NR12                                    ,1,20260227,20260307,SERV-DB5940     ,1,1,1,0
03284101001,DB5942          ,SISTEMA AUTOMACAO ELETRICA HOTMIXER PLUS 250L 2025 NR12                                   ,1,20260227,20260307,SERV-DB5942     ,1,1,1,0
03284201001,DB1560          ,SISTEMA AUTOMACAO ELETRICA EMPANADEIRA DE MESA NR12 2020                                  ,5,20260227,20260307,SERV-DB1560     ,5,5,5,0
03284301001,DB1574          ,SISTEMA AUTOMACAO ELETRICA EMPANADEIRA DE MESA 2020 CE                                    ,2,20260227,20260307,NA2620          ,2,2,1,1
03284301001,DB1574          ,SISTEMA AUTOMACAO ELETRICA EMPANADEIRA DE MESA 2020 CE                                    ,2,20260227,20260307,SERV-DB1574     ,2,2,2,0
03284401001,DB1564          ,SISTEMA AUTOMACAO ELETRICA EMPANAMIX INDUSTRIAL PLUS NR12 2020                            ,1,20260227,20260307,SERV-DB1564     ,1,1,1,0
03284501001,DB1564          ,SISTEMA AUTOMACAO ELETRICA EMPANAMIX INDUSTRIAL PLUS NR12 2020                            ,1,20260227,20260307,SERV-DB1564     ,1,1,1,0
03284601001,DB1565          ,SISTEMA AUTOMACAO ELETRICA EMPANAMIX INDUSTRIAL PLUS CHAPADA NR12 2020                    ,1,20260227,20260307,SERV-DB1565     ,1,1,1,0
03284701001,DB1565          ,SISTEMA AUTOMACAO ELETRICA EMPANAMIX INDUSTRIAL PLUS CHAPADA NR12 2020                    ,1,20260227,20260307,SERV-DB1565     ,1,1,1,0
03284901001,DB0190          ,SISTEMA AUTOMACAO ELETRICA EMPANAMIX MINI NR12                                            ,1,20260227,20260307,DB0151          ,1,1,1,0
03284901001,DB0190          ,SISTEMA AUTOMACAO ELETRICA EMPANAMIX MINI NR12                                            ,1,20260227,20260307,SERV-DB0190     ,1,1,1,0
03285001001,DB5026          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) NR12                                    ,1,20260227,20260307,DA1317          ,1,1,1,0
03285001001,DB5026          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) NR12                                    ,1,20260227,20260307,SERV-DB5026     ,1,1,1,0
