Chave,C2_PRODUTO,C2_XDESCP,C2_QUANT,C2_DATPRI,C2_DATPRF,D4_COD,D4_QTDEORI,Soma de D4_QUANT,D4_XQFALFI,D4_XQTRANS
03285101001,DB5026          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) NR12                                    ,1,20260227,20260307,DA1317          ,1,1,1,0
03285101001,DB5026          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) NR12                                    ,1,20260227,20260307,DB5007          ,1,1,1,0
03285101001,DB5026          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) NR12                                    ,1,20260227,20260307,SERV-DB5026     ,1,1,1,0
03285201001,DB5027          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) CE                                      ,1,20260227,20260307,DA1317          ,1,1,1,0
03285201001,DB5027          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) CE                                      ,1,20260227,20260307,DB5007          ,1,1,1,0
03285201001,DB5027          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) CE                                      ,1,20260227,20260307,NA2620          ,1,1,1,0
03285201001,DB5027          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) CE                                      ,1,20260227,20260307,SERV-DB5027     ,1,1,1,0
03285301001,DB5110          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) Ø1000 NR12                              ,1,20260227,20260307,DA1115          ,1,1,1,0
03285301001,DB5110          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) Ø1000 NR12                              ,1,20260227,20260307,DB5007          ,1,1,1,0
03285301001,DB5110          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) Ø1000 NR12                              ,1,20260227,20260307,SERV-DB5110     ,1,1,1,0
03285401001,DB5110          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) Ø1000 NR12                              ,1,20260227,20260307,DA1115          ,1,1,1,0
03285401001,DB5110          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) Ø1000 NR12                              ,1,20260227,20260307,DB5007          ,1,1,1,0
03285401001,DB5110          ,SISTEMA AUTOMACAO ELETRICA BANDEJA GIRATORIA (AC) Ø1000 NR12                              ,1,20260227,20260307,SERV-DB5110     ,1,1,1,0
03285501001,DB0418          ,SISTEMA AUTOMACAO ELETRICA PRE DUST (AC) NR12                                             ,1,20260227,20260307,KF219           ,1,1,1,0
03285501001,DB0418          ,SISTEMA AUTOMACAO ELETRICA PRE DUST (AC) NR12                                             ,1,20260227,20260307,SERV-DB0418     ,1,1,1,0
03285601001,DB0426          ,SISTEMA AUTOMACAO ELETRICA PRE DUST (AC) CE                                               ,1,20260227,20260307,KF219           ,1,1,1,0
03285601001,DB0426          ,SISTEMA AUTOMACAO ELETRICA PRE DUST (AC) CE                                               ,1,20260227,20260307,SERV-DB0426     ,1,1,1,0
03285701001,DB3298          ,SISTEMA AUTOMACAO ELETRICA DOSALYX MINI (MS300) NR12                                      ,1,20260227,20260307,KF632           ,1,1,1,0
03285701001,DB3298          ,SISTEMA AUTOMACAO ELETRICA DOSALYX MINI (MS300) NR12                                      ,1,20260227,20260307,SERV-DB3298     ,1,1,1,0
03285801001,DB1440          ,SISTEMA AUTOMACAO ELETRICA DROP - TOP NR12 2021                                           ,1,20260227,20260307,SERV-DB1440     ,1,1,1,0
03285901001,DB1440          ,SISTEMA AUTOMACAO ELETRICA DROP - TOP NR12 2021                                           ,1,20260227,20260307,SERV-DB1440     ,1,1,1,0
03286001001,DB1440          ,SISTEMA AUTOMACAO ELETRICA DROP - TOP NR12 2021                                           ,1,20260227,20260307,SERV-DB1440     ,1,1,1,0
03286101001,DB1440          ,SISTEMA AUTOMACAO ELETRICA DROP - TOP NR12 2021                                           ,1,20260227,20260307,SERV-DB1440     ,1,1,1,0
03286201001,DB1440          ,SISTEMA AUTOMACAO ELETRICA DROP - TOP NR12 2021                                           ,1,20260227,20260307,DB1441          ,1,1,1,0
03286201001,DB1440          ,SISTEMA AUTOMACAO ELETRICA DROP - TOP NR12 2021                                           ,1,20260227,20260307,KF674           ,1,1,1,0
03286201001,DB1440          ,SISTEMA AUTOMACAO ELETRICA DROP - TOP NR12 2021                                           ,1,20260227,20260307,SERV-DB1440     ,1,1,1,0
03286301001,DB1440          ,SISTEMA AUTOMACAO ELETRICA DROP - TOP NR12 2021                                           ,1,20260227,20260307,DB1441          ,1,1,1,0
03286301001,DB1440          ,SISTEMA AUTOMACAO ELETRICA DROP - TOP NR12 2021                                           ,1,20260227,20260307,KF674           ,1,1,1,0
03286301001,DB1440          ,SISTEMA AUTOMACAO ELETRICA DROP - TOP NR12 2021                                           ,1,20260227,20260307,SERV-DB1440     ,1,1,1,0
03286401001,DB1802          ,SISTEMA AUTOMACAO ELETRICA FORMIX PLUS WEG NR12                                           ,1,20260227,20260307,SERV-DB1802     ,1,1,1,0
03286501001,DB1802          ,SISTEMA AUTOMACAO ELETRICA FORMIX PLUS WEG NR12                                           ,1,20260227,20260307,SERV-DB1802     ,1,1,1,0
03286601001,DB1802          ,SISTEMA AUTOMACAO ELETRICA FORMIX PLUS WEG NR12                                           ,1,20260227,20260307,SERV-DB1802     ,1,1,1,0
03286901001,DB2752          ,SISTEMA AUTOMACAO ELETRICA FILTRADOR OLEO AVULSO 120L                                     ,1,20260227,20260307,KF721-01        ,1,1,1,0
03286901001,DB2752          ,SISTEMA AUTOMACAO ELETRICA FILTRADOR OLEO AVULSO 120L                                     ,1,20260227,20260307,SERV-DB2752     ,1,1,1,0
03287001001,DB3311          ,SISTEMA AUTOMACAO ELETRICA ALIMENTADOR CONTINUO 10 LITROS                                 ,1,20260227,20260307,DB3307          ,1,1,1,0
03287001001,DB3311          ,SISTEMA AUTOMACAO ELETRICA ALIMENTADOR CONTINUO 10 LITROS                                 ,1,20260227,20260307,SERV-DB3311     ,1,1,1,0
03287201001,DB0107          ,"MONTAGEM SOBE DESCE  1:27,5  0,11KW SEW                                                   ",10,20260316,20260324,DA6985          ,10,10,10,0
03287201001,DB0107          ,"MONTAGEM SOBE DESCE  1:27,5  0,11KW SEW                                                   ",10,20260316,20260324,NA2637          ,20,20,20,0
03287301001,DB1596          ,"MONTAGEM SOBE DESCE  1:27,5  0,09KW SEW CE                                                ",6,20260316,20260324,DA6985          ,6,6,3,6
03287301001,DB1596          ,"MONTAGEM SOBE DESCE  1:27,5  0,09KW SEW CE                                                ",6,20260316,20260324,KF707           ,6,6,1,5
03288601001,DB5686          ,SISTEMA MASSA SEW NR12                                                                    ,1,20260316,20260324,15805           ,1,1,1,0
03288601001,DB5686          ,SISTEMA MASSA SEW NR12                                                                    ,1,20260316,20260324,DA6408          ,1,1,1,0
03288601001,DB5686          ,SISTEMA MASSA SEW NR12                                                                    ,1,20260316,20260324,DB5704          ,2,2,1,1
03288601001,DB5686          ,SISTEMA MASSA SEW NR12                                                                    ,1,20260316,20260324,KF870           ,1,1,1,0
03288701001,DB6022          ,SISTEMA MASSA SEW BIG10 CE                                                                ,1,20260316,20260324,15805           ,1,1,1,0
03288701001,DB6022          ,SISTEMA MASSA SEW BIG10 CE                                                                ,1,20260316,20260324,DA6408          ,1,1,1,0
03288701001,DB6022          ,SISTEMA MASSA SEW BIG10 CE                                                                ,1,20260316,20260324,KF870           ,1,1,1,0
03288701001,DB6022          ,SISTEMA MASSA SEW BIG10 CE                                                                ,1,20260316,20260324,NA3818          ,1,1,1,0
03289001001,MFX158NM220R    ,MAXIFORM LUNA TECH - MAQUINA FORMADORA/RECHEADORA - DUPLO RECHEIO - NR12                  ,1,20260324,20260401,DB0390          ,6,6,6,0
03289001001,MFX158NM220R    ,MAXIFORM LUNA TECH - MAQUINA FORMADORA/RECHEADORA - DUPLO RECHEIO - NR12                  ,1,20260324,20260401,NA3178          ,1,1,1,0
03289101001,MFX158NM220R    ,MAXIFORM LUNA TECH - MAQUINA FORMADORA/RECHEADORA - DUPLO RECHEIO - NR12                  ,1,20260324,20260401,DB0390          ,6,6,6,0
03289101001,MFX158NM220R    ,MAXIFORM LUNA TECH - MAQUINA FORMADORA/RECHEADORA - DUPLO RECHEIO - NR12                  ,1,20260324,20260401,NA3178          ,1,1,1,0
03289101002,CM622           ,SISTEMA DUPLO RECHEIO PICCOLA 150G NR12 (DB2309)            ,1,20260324,20260401,DA7036          ,1,1,1,0
03289301001,MFX158CM220     ,MAXIFORM LUNA TECH - MAQUINA FORMADORA/RECHEADORA - CE                                    ,1,20260324,20260401,DB0390          ,6,6,6,0
03289301001,MFX158CM220     ,MAXIFORM LUNA TECH - MAQUINA FORMADORA/RECHEADORA - CE                                    ,1,20260324,20260401,DB3681          ,1,1,1,0
03289301001,MFX158CM220     ,MAXIFORM LUNA TECH - MAQUINA FORMADORA/RECHEADORA - CE                                    ,1,20260324,20260401,DB6213          ,1,1,1,0
03289601001,MFX144NM220     ,MAXIFORM NEW LILY - MAQUINA FORMADORA/RECHEADORA - NR12                                   ,1,20260324,20260401,CM102           ,1,1,1,0
03289601001,MFX144NM220     ,MAXIFORM NEW LILY - MAQUINA FORMADORA/RECHEADORA - NR12                                   ,1,20260324,20260401,DB2090          ,1,1,1,0
03289601002,CM484           ,SISTEMA RECHEIO LILY NR12 (DB1999)                          ,1,20260324,20260401,15805           ,2,2,2,0
03289601002,CM484           ,SISTEMA RECHEIO LILY NR12 (DB1999)                          ,1,20260324,20260401,DA8382          ,1,1,1,0
03289601003,DA8426          ,KIT TUBO DE SALSICHA SIMPLES RECHEIO,1,20260324,20260401,20110           ,1,1,1,0
03289601004,CM489           ,SISTEMA ESTRUTURA (DB1893)                                  ,1,20260324,20260401,KF624           ,1,1,1,0
03289601004,CM489           ,SISTEMA ESTRUTURA (DB1893)                                  ,1,20260324,20260401,KF626           ,1,1,1,0
03289601004,CM489           ,SISTEMA ESTRUTURA (DB1893)                                  ,1,20260324,20260401,NA2387          ,2,2,2,0
03289601005,CM490           ,SISTEMA ESTEIRA LONGA (DB1848)                              ,1,20260324,20260401,KF627           ,1,1,1,0
03289601007,DB4330          ,"SISTEMA MOLDE FORMADOR NR12 1:14 0,25KW M16                 ",1,20260324,20260401,15451           ,1,1,1,0
03289601007,DB4330          ,"SISTEMA MOLDE FORMADOR NR12 1:14 0,25KW M16                 ",1,20260324,20260401,KF711           ,1,1,1,0
03289601008,DB3595          ,"SISTEMA SOBE DESCE 90º 1:14,33 0,25KW SEW                   ",1,20260324,20260401,DA5799          ,1,1,1,0
03289701001,MFX145NM220     ,MAXIFORM NEW DULY - MAQUINA FORMADORA/RECHEADORA - NR12                                   ,1,20260324,20260401,CM102           ,1,1,1,0
03289701001,MFX145NM220     ,MAXIFORM NEW DULY - MAQUINA FORMADORA/RECHEADORA - NR12                                   ,1,20260324,20260401,DB2091          ,1,1,1,0
03289701002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,15805           ,2,2,2,0
03289701002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,DA1576          ,1,1,1,0
03289701002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,DA6598          ,1,1,1,0
03289701002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,DA6602          ,2,2,2,0
03289701002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,KF111-01        ,1,1,1,0
03289701002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,KF112           ,1,1,1,0
03289701003,DA6894          ,KIT SALSICHA  LINHA NEW PRO DUPLO RECHEIO,1,20260324,20260401,20110           ,1,1,1,0
03289701003,DA6894          ,KIT SALSICHA  LINHA NEW PRO DUPLO RECHEIO,1,20260324,20260401,DA6893          ,1,1,1,0
03289701005,CM489           ,SISTEMA ESTRUTURA (DB1893)                                  ,1,20260324,20260401,KF624           ,1,1,1,0
03289701005,CM489           ,SISTEMA ESTRUTURA (DB1893)                                  ,1,20260324,20260401,KF626           ,1,1,1,0
03289701005,CM489           ,SISTEMA ESTRUTURA (DB1893)                                  ,1,20260324,20260401,NA2387          ,2,2,2,0
03289701007,CM490           ,SISTEMA ESTEIRA LONGA (DB1848)                              ,1,20260324,20260401,DA4840          ,1,1,1,0
03289701007,CM490           ,SISTEMA ESTEIRA LONGA (DB1848)                              ,1,20260324,20260401,KF104           ,1,1,1,0
03289701007,CM490           ,SISTEMA ESTEIRA LONGA (DB1848)                              ,1,20260324,20260401,KF627           ,1,1,1,0
03289701007,CM490           ,SISTEMA ESTEIRA LONGA (DB1848)                              ,1,20260324,20260401,NA3523          ,1,1,1,0
03289701009,DB4330          ,"SISTEMA MOLDE FORMADOR NR12 1:14 0,25KW M16                 ",1,20260324,20260401,15451           ,1,1,1,0
03289701009,DB4330          ,"SISTEMA MOLDE FORMADOR NR12 1:14 0,25KW M16                 ",1,20260324,20260401,KF630           ,1,1,1,0
03289701009,DB4330          ,"SISTEMA MOLDE FORMADOR NR12 1:14 0,25KW M16                 ",1,20260324,20260401,KF711           ,1,1,1,0
03289701010,DB3595          ,"SISTEMA SOBE DESCE 90º 1:14,33 0,25KW SEW                   ",1,20260324,20260401,DA5799          ,1,1,1,0
03289701010,DB3595          ,"SISTEMA SOBE DESCE 90º 1:14,33 0,25KW SEW                   ",1,20260324,20260401,NA3586          ,1,1,1,0
03289801001,MFX145NM220     ,MAXIFORM NEW DULY - MAQUINA FORMADORA/RECHEADORA - NR12                                   ,1,20260324,20260401,CM102           ,1,1,1,0
03289801001,MFX145NM220     ,MAXIFORM NEW DULY - MAQUINA FORMADORA/RECHEADORA - NR12                                   ,1,20260324,20260401,DB2091          ,1,1,1,0
03289801002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,15805           ,2,2,2,0
03289801002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,DA1576          ,1,1,1,0
03289801002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,DA6598          ,1,1,1,0
03289801002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,DA6602          ,2,2,2,0
03289801002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,KF111-01        ,1,1,1,0
03289801002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,KF112           ,1,1,1,0
03289801003,DA6894          ,KIT SALSICHA  LINHA NEW PRO DUPLO RECHEIO,1,20260324,20260401,20110           ,1,1,1,0
03289801003,DA6894          ,KIT SALSICHA  LINHA NEW PRO DUPLO RECHEIO,1,20260324,20260401,DA6893          ,1,1,1,0
03289801006,CM489           ,SISTEMA ESTRUTURA (DB1893)                                  ,1,20260324,20260401,KF624           ,1,1,1,0
03289801006,CM489           ,SISTEMA ESTRUTURA (DB1893)                                  ,1,20260324,20260401,NA2387          ,2,2,2,0
03289801008,CM490           ,SISTEMA ESTEIRA LONGA (DB1848)                              ,1,20260324,20260401,KF104           ,1,1,1,0
03289801008,CM490           ,SISTEMA ESTEIRA LONGA (DB1848)                              ,1,20260324,20260401,KF627           ,1,1,1,0
03289801008,CM490           ,SISTEMA ESTEIRA LONGA (DB1848)                              ,1,20260324,20260401,NA3523          ,1,1,1,0
03289801010,DB4330          ,"SISTEMA MOLDE FORMADOR NR12 1:14 0,25KW M16                 ",1,20260324,20260401,15451           ,1,1,1,0
03289801010,DB4330          ,"SISTEMA MOLDE FORMADOR NR12 1:14 0,25KW M16                 ",1,20260324,20260401,KF711           ,1,1,1,0
03289801011,DB3595          ,"SISTEMA SOBE DESCE 90º 1:14,33 0,25KW SEW                   ",1,20260324,20260401,DA5799          ,1,1,1,0
03289801011,DB3595          ,"SISTEMA SOBE DESCE 90º 1:14,33 0,25KW SEW                   ",1,20260324,20260401,NA3586          ,1,1,1,0
03289901001,MFX145NM220     ,MAXIFORM NEW DULY - MAQUINA FORMADORA/RECHEADORA - NR12                                   ,1,20260324,20260401,CM102           ,1,1,1,0
03289901001,MFX145NM220     ,MAXIFORM NEW DULY - MAQUINA FORMADORA/RECHEADORA - NR12                                   ,1,20260324,20260401,DB2091          ,1,1,1,0
03289901002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,15805           ,2,2,2,0
03289901002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,DA1576          ,1,1,1,0
03289901002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,DA6598          ,1,1,1,0
03289901002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,DA6602          ,2,2,2,0
03289901002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,KF111-01        ,1,1,1,0
03289901002,CM100           ,SISTEMA DE RECHEIO NR12 (DA6596)                            ,1,20260324,20260401,KF112           ,1,1,1,0
